ano;numero;data_pedido;informacoes_pessoais;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;numero_recurso;resposta_2o_recurso;orgao_2o_recurso;situaçao_2o_recurso;data_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;anexo_resposta;anexo_resposta_1o_recurso;anexo_resposta_2o_recurso
2020;2020000110034000056;2020-01-06;NÃO;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Solicito os meses/anos em que houve aumento salarial dos servidores públicos concursados da saúde da Prefeitura da Cidade do Recife e respectivos percentuais de aumento, desde o ano 2016 até o atual, especificamente para os servidores na área de odontologia, nível superior, nos diversos cargos. ;;Prezado, Em resposta a solicitação, enviamos, em anexo, uma planilha com os reajustes de 2016 a 2019.Sem mais, renovo protestos de elevada e estima consideraçãoSecretaria de Administração e Gestão de Pessoas;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;2020-01-17;;Prezados senhores, solicitei a informação com mês/ano dos aumentos. Esta informação não foi colocada na tabela de resposta para todos os aumentos salariais informados. Solicito complementação da resposta dada para atender completamente ao solicitado por mim no pedido originalmente cadastrado.  ;Resposta em anexo.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;2020-01-28;;;1;;;;;Outros  ;F;Mestrado/Doutorado;Servidor público estadual;Torre;Recife;Pe;Brasil;2020000110034000056_doc_1;2020000110034000056_doc_2, 2020000110034000056_doc_3;
2020;2020000120003009997;2020-01-08;NÃO;Indeferido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Gostaria de solicitar a imagem das câmaras da SDS localizado na av. guararapes Recife, motivo: no dia 28/11/2019 mais ou menos 17:20 dentro do ônibus em cima da ponte que vai para av. conda da boa vista. Já fiz o B.O pela internet e cadastrei o IMEI no alerta celular e gostaria que a secretária CTTU ou outro órgão que tem acesso as imagens para que seja divulgado a imagem do meliante e que o culpado pague, pois de fato não sou a 1 vitima dele. ;;Prezado Cidadão,Segue,em anexo, a resposta para o seu pedido.Atenciosamente,Comissão de Acesso à Informação / Autarquia CTTU;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;2020-01-13;;Mais vocês tem autonomia de solicitar essa filmagem em outras solicitações diferênciais. ;Prezado,Seu pedido foi indeferido, uma vez que as câmeras da SDS são de responsabilidade do Governo do Estado. Orientamos, desta forma, que faça uma solicitação diretamente ao órgão competente.O Portal da Transparência do Governo do Estado pode ser acessado no endereço a seguir: http://web.transparencia.pe.gov.br/Atenciosamente,Equipe do Portal da Transparência do Recife;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Indeferido;2020-01-14;;;1;;;;;Outros  ;M;Ensino Superior   ;Empregado - setor privado;Ibura;Recife;Pe;Brasil;2020000120003009997_doc_1;;
2020;2020000130008010095;2020-01-08;NÃO;Respondido;FUNDACAO DE CULTURA DA CIDADE DO RECIFE;Escrevo para solicitar o balanço anual do Carnaval de Recife, referente aos últimos 5 anos. Estou solicitando este material pois estou desenvolvendo um estudo para avaliar o impacto da manifestação carnavalesca na cidade do Recife, para tal, o balanço carnavalesco é muito importante pois traz dados oficias que relatam desde a quantidade de público até os investimentos feitos no carnaval. ;;Segue em anexo a  informação solicitada sobre os dados oficias do carnaval da prefeitura do recife desde 2013. São links, encontrados no site da Prefeitura do Recife. site :  www.recife.pe.gov.br .  ;FUNDACAO DE CULTURA DA CIDADE DO RECIFE;Respondido;2020-01-17;;;;;;;;;;;;;;Estudo  ;M;Pós-graduação;Empregado - setor privado;Tabatinga ;Igarassu;Pe;Brasil;2020000130008010095_doc_1;;
2020;2020000140107010015;2020-01-08;NÃO;Respondido;PROCURADORIA GERAL DO MUNICÍPIO;Solicito informações acerca da eventual quantidade de cargos vagos de Procurador Judicial do Quadro de Pessoal da Prefeitura do Recife até a presente data, bem assim se existem solicitações para realização de novo concurso para o referido cargo ou eventual previsão para que tal certame ocorra. Solicito, ainda, informação sobre a quantidade pedidos de aposentadoria em tramitação ou sobrestados protocolados por servidores ocupantes do cargo de PROCURADOR JUDICIAL e ainda a quantidade de servidores em atividade ocupantes do cargo de procurador judicial que percebem o benefício de ABONO DE PERMANÊNCIA ainda que não tenham protocolado o respectivo pedido de aposentadoria. ;;Em atenção à indagação formulada no Pedido n.º 2020000140107010015, cumpre ser esclarecido que atualmente não existe cargos vagos para Procurador Judicial e que não há pedidos de aposentadoria de servidores da citada carreira.;PROCURADORIA GERAL DO MUNICÍPIO;Respondido;2020-01-14;;A despeito do questionamento expresso, não restaram esclarecidos pelo informante os seguintes pontos do pedido:/ atualmente qual a quantidade de ocupantes do cargo de procurador judicial que percebem o benefício de ABONO DE PERMANÊNCIA?/ existem solicitações para realização de novo concurso para o referido cargo ou eventual previsão para que tal certame ocorra?;Prezado, segue a resposta da PGM:'Em atenção à indagação formulada no Pedido n.º 2020000140107010015, cumpre ser esclarecido que de acordo com informações colhidas com a Secretaria de Administração e Gestão de Pessoas, atualmente existem 06 (seis) Procuradores Judiciais que percebem o abono de permanência em sua remuneração. Por oportuno, informo que não existe solicitação nem previsão de concurso pública para a mencionada carreira.'Atenciosamente,Equipe do Portal da Transparência;PROCURADORIA GERAL DO MUNICÍPIO;Respondido;2020-01-28;;;1;;;;;Outros  ;M;Pós-graduação;Servidor público federal ;Bela Vista;São Paulo;Sp;Brasil;;;
2020;2020000150034010379;2020-01-08;NÃO;Respondido;SECRETARIA DE SAÚDE;Gostaria de saber qual a finalidade das Upinhas e se eles não é como as upas que atendem qualquer pessoa e de onde for??? Tem uma upinha aqui no ibura que só atende 2 comunidade. Não imaginava que esse serviço teria limites e onde está a lei 8080 saúde pra todos???;;Prezado, a resposta da solicitação encontra/se em anexo.;SECRETARIA DE SAÚDE;Respondido;2020-01-21;;;;;;;;;;;;;;Outros  ;M;Ensino Superior   ;Empregado - setor privado;Ibura;Recife;Pe;Brasil;2020000150034010379_doc_1;;
2020;2020000160020010018;2020-01-09;NÃO;Respondido;SECRETARIA DE EDUCAÇÃO;Venho através deste, requerer informações referentes ao concurso público para o provimento de 500 vagas no cargo efetivo de Agente de Apoio ao Desenvolvimento Escolar Especial / AADEE, da secretaria de educação, do edital 01, de 13 de junho de 2015 (homologado em 16/01/16). Assim sendo, solicito os seguintes dados: *Houveram quantas exonerações? *Solicito a lista contendo os nomes das pessoas que foram exoneradas e o número da respectiva portaria contendo a exoneração/ *Quantos servidores deste cargo estão com pedido de exoneração em trâmite? *Solicito a lista contendo os nomes dos servidores deste cargo que, estão com o pedido de exoneração em trâmite. *Solicito a lista contendo os nomes dos servidores deste cargo que, foram demitidos. *Atualmente existem quantos servidores em exercício neste cargo?;;PREZADA.SEGUE RESPOSTA FORNECIDA PELA GERÊNCIA GERAL DE GESTÃO DE PESSOAS DA SECRETARIA DE EDUCAÇÃO DA PREFEITURA DO RECIFE.;SECRETARIA DE EDUCAÇÃO;Respondido;2020-01-09;;;;;;;;;;;;;;Outros  ;F;Ensino Médio ;não informado;Torroes;Recife;Pe;Brasil;2020000160020010018_doc_1;;
2020;2020000170020010015;2020-01-09;NÃO;Respondido;SECRETARIA DE EDUCAÇÃO;Venho através deste, requerer informações referentes ao concurso público para o provimento de 500 vagas no cargo efetivo de Agente de Apoio ao Desenvolvimento Escolar Especial / AADEE, da secretaria de educação, do edital 01, de 13 de junho de 2015 (homologado em 16/01/16). Assim sendo, solicito os seguintes dados:*Até então, quantos candidatos aprovados no certame para o cargo de AADEE, foram nomeados por NÃO COMPARECIMENTO dos respectivos candidatos melhor classificados indicados às vagas originalmente?;;PREZADA.SEGUE RESPOSTA FORNECIDA PELA GERÊNCIA GERAL DE GESTÃO DE PESSOAS DA SECRETARIA DE EDUCAÇÃO DA PREFEITURA DO RECIFE.;SECRETARIA DE EDUCAÇÃO;Respondido;2020-01-09;;;;;;;;;;;;;;Outros  ;F;Ensino Médio ;Outra   ;Torroes;Recife;Pe;Brasil;2020000170020010015_doc_1;;
2020;2020000180034000260;2020-01-09;NÃO;Respondido;SECRETARIA DE SAÚDE;Considerando o Decreto 33.208 de 13/12/2019 que autoriza a contratação temporária de 73 médicos 40h, conforme publicação do dia 14/12/2019 em Diário Oficial, solicito a relação das Unidades de Saúde que no momento da contratação estarão com vagas ociosas para ocupação desse contingente profissional. Em caso de as US corresponderem a Unidades de Saúde da Família, solicito a discriminação das equipes com vagas livres e seus respectivos CNES.;;Prezado,Em atenção ao pedido de informação sob o protocolo nº 202000018003400260, que solicita relação das unidades que no momento da contratação estarão disponíveis para lotação, vimos informar que no dia 30.01.2020 fora publicado no Diário oficial do Município edital seleção interna de mobilidade visando ofertar aos médicos da rede as vacâncias atualmente disponíveis, com errata publicada em 01.02.2020, ampliando o número de unidades. Sendo assim, considerando a tramitação da seleção em questão, onde vacâncias atuais poderão ser preenchidas e consequentemente haverá o surgimento de novas unidades nesta situação, bem como o caráter mutável da rede, não há como afirmar, neste momento, quais as unidades serão oferecidas quando da homologação da Seleção Temporária de Médico 40h, visto que esta só ocorrerá em março.Atenciosamente,Diretoria Executiva de Gestão do Trabalho e Educação na SaúdeDEGTES/SESAU;SECRETARIA DE SAÚDE;Respondido;2020-02-10;;De acordo com \'Edital de seleção interna de mobilidade dos médicos 40h / PSF\' e sua errata subsequente, a relação das equipes de saúde sem médico indica um total de 23 vacâncias, não justificando a contratação de 73 médicos na modalidade 40h em caráter de urgência. Considerando o caráter mutável da rede, considerando a não confiabilidade das informações coletadas no CNES para as equipes de saúde listadas naquele edital e considerando, ainda, o planejamento da secretaria de saúde no chamamento de novos profissionais, onde seriam alocados os médicos da seleção pública no dia de hoje (17/02/2020), se foram divulgadas apenas 23 vagas para permuta?;Prezado, Segue abaixo resposta da Secretaria de Saúde acerca do recurso interposto ao Pedido de Acesso à Informação nº 2020000180034000260:'Em atenção ao pedido de informação sob o número 2020000180034000260, vimos informar que fora publicada mobilidade para as unidades de saúde do recife, constando 23 vagas, posteriormente houve a publicação da Errata nº 001/2020 no DOM de 01/02/2020, ampliando o número de unidades disponíveis para 26. De acordo com o resultado final da mobilidade publicado no DOM de 22/02/2020 04 médicos foram classificados para a realização de processo de mobilidade. Sendo assim, as unidades atualmente ocupadas por estes serão ofertadas para os médicos aprovados na seleção temporária, permanecendo, portanto, com o número de 26. Sendo assim, as demais vagas da Seleção Temporária, serão ocupadas pela rede municipal de saúde, visando suprir vacâncias decorrentes de Licenças maternidades de médicas 40 horas, licenças médicas prolongadas, bem como para compor as equipes de atenção primária. Por oportuno, convém esclarecer a Portaria 082/2020, publicada no DOM de 22/02/2020, divulgou o resultado final da seleção temporária, constando a aprovação de 43 candidatos.(Diretoria Executiva de Gestão do Trabalho e Educação em Saúde / DEGTES )Fone: 3355/1700'Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE SAÚDE;Respondido;2020-02-28;;;1;;;;;Não informado;M;Ensino Superior   ;Outra   ;Torre;Recife;Pe;Brasil;;;
2020;2020000190069000026;2020-01-09;NÃO;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Prezados solicito informações sobre o andamento do julgamento da fase recursal da licitação PROCESSO LICITATÓRIO Nº 052/2019 – CPLMSA PREGÃO ELETRÔNICO Nº 052/2019 / CPLMSA.Aguardo Retorno!;;Prezado,Em resposta a solicitação, repasso posição atual do processo licitatório 052/2019, conforme descrição infra, sob os auspícios da CPLMSA: REGISTRO DE PREÇOS, COM VALIDADE DE 12 (DOZE) MESES, PARA AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS HOSPITALARES, 07 (SETE) LOTES, VISANDO ATENDIMENTO DA SECRETARIA DE SAÚDE DO RECIFE.A par dos registros do Portal de Compras, foi remetida para a área demandante, Secretaria de Saúde, a proposta de preços da empresa atualmente arrematante, a fim de colher parecer técnico do setor competente, estando, pois, a referida comissão de licitação aguardando o retorno do posicionamento daquela secretaria para poder dar andamento ao procedimento. Sem mais, renovo protestos de elevada e estima consideração.Secretaria de Administração e Gestão de Pessoas;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;2020-01-14;;;;;;;;;;;;;;Outros  ;M;Ensino Superior   ;Outra   ;Sao Cristovao;Lages;Sc;Brasil;;;
2020;2020000200020009993;2020-01-10;SIM;Respondido;SECRETARIA DE EDUCAÇÃO;Solicito cópia do processo administrativo que motivou a emissão do empenho 2019NE06545000, emitido em 24/12/2019, bem como cópia do termo de inexigibilidade, cópia da escritura do imóvel, cópia da avaliação realizada para avaliação do preço do imóvel.;;SEGUE COMPROVANTE DA RETIRADA DA DOCUMENTAÇÃO SOLICITADA.;SECRETARIA DE EDUCAÇÃO;Respondido;2020-02-14;;;;;;;;;;;;;;Estudo  ;M;Ensino Superior   ;Outra   ;Parnamirim;Recife;Pernambuco;Brasil;2020000200020009993_doc_1;;
2020;2020000210008010097;2020-01-11;NÃO;Indeferido;FUNDACAO DE CULTURA DA CIDADE DO RECIFE;Receber os dados de gastos de artistas do Carnaval de 2019 e 2020.;;Pedido indeferido. O solicitante irá fazer um novo questionamento, com mais detalhes sobre o questionamento.;FUNDACAO DE CULTURA DA CIDADE DO RECIFE;Indeferido;2020-01-14;;;;;;;;;;;;;;Pesquisa;M;Ensino Médio ;Empresário/empreendedor  ;Santana;Recife;Pernambuco;Brasil;;;
2020;2020000220050009996;2020-01-13;NÃO;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;precisando tirar licença para demolição de uma casa de minha propriedade;;Fazer o agendamento através do site https://licenciamento.recife.pe.gov.br/Documentos pessoais/  comprovação da titularidade de propriedade do imóvel/ IPTU/ Certidão Negativa de débitos da EMLURB, ART do responsável técnico registrada no CREA.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;2020-01-14;;;;;;;;;;;;;;Outros  ;M;Ensino Superior   ;Servidor público estadual;Monteiro;Recife;Pe;Brasil;;;
